"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"11/18/2014","Transfer from Primary Savings","Internet Branch Transfer DepositInternet Branch Transfer Deposit From Share 00","425.51","credit","Transfer","Classic Checking","",""
"11/18/2014","Transfer from Money Market Savings","Internet Branch Transfer DepositInternet Branch Transfer Deposit From Share 01","149.03","credit","Transfer","Classic Checking","",""
"11/18/2014","Transfer to Classic Checking","Internet Branch Withdrawal TransInternet Branch Withdrawal Transfer To Share 90","425.51","debit","Transfer","Primary Savings","",""
"11/18/2014","Internet Branch Withdrawal","Internet Branch Withdrawal TransInternet Branch Withdrawal Transfer  To Dimm-Kempenaers Xxxxxxxxxx Share 90","50.00","debit","Transfer","Primary Savings","",""
"11/17/2014","Advance Cash Advance","Advance Cash Advance Fee","42.28","debit","Fees & Charges","Visa Platinum","",""
"11/17/2014","Advance Cash Advance","Advance Cash Advance Fee","1.10","debit","Fees & Charges","Visa Platinum","",""
"11/17/2014","Transfer to Classic Checking","Advance To Share 90","2114.24","debit","Transfer","Visa Platinum","",""
"11/17/2014","Transfer to Classic Checking","Advance To Share 90","55.00","debit","Transfer","Visa Platinum","",""
"11/17/2014","Transfer to Delta SkyMiles","Withdrawal AMEX EPayment Id:Withdrawal AMEX EPayment Id: 0005000040  Co: Amex Epayment","7067.52","debit","Credit Card Payment","Classic Checking","",""
"11/17/2014","Transfer from Visa Platinum","Deposit From Loan 72","2114.24","credit","Transfer","Classic Checking","",""
"11/17/2014","Transfer from Visa Platinum","Deposit From Loan 72","55.00","credit","Transfer","Classic Checking","",""
"11/17/2014","Withdrawal Transfer Fee","Withdrawal Transfer fee","5.00","debit","Transfer","Classic Checking","",""
"11/17/2014","Withdrawal Transfer Fee","Withdrawal Transfer fee","5.00","debit","Transfer","Classic Checking","",""
"11/17/2014","Check 2411","Check Withdrawal 2411","50.00","debit","Check","Classic Checking","",""
"11/17/2014","Amazon","AMAZON.COM          AMZN.COM/BIKVL8KTQ6HBQ MERCHANDISE 320143210642721799","76.20","debit","Shopping","Delta SkyMiles","",""
"11/17/2014","Duane Reade","DUANE READE #14138 0NEW YORK99999994321 8002892273 320143210648244305","12.73","debit","Pharmacy","Delta SkyMiles","",""
"11/17/2014","Hasaki","HASAKI 0528         NEW YORK0000000015  212-473-3327 320143210649790959","67.80","debit","Uncategorized","Delta SkyMiles","",""
"11/17/2014","Miriamrestaurant","MIRIAMRESTAURANT    BROOKLYN7186222250 320143210645925448","43.56","debit","Restaurants","Delta SkyMiles","",""
"11/17/2014","Bxl Zoute","BXL ZOUTE 2746001309NEW YORK080417     400507022        10010 320143210642800416","81.22","debit","Uncategorized","Delta SkyMiles","",""
"11/17/2014","Sunac","SUNAC               212-229-030185101594321212-229-0301 320143210653251128","20.62","debit","Uncategorized","Delta SkyMiles","",""
"11/17/2014","Alaska Air","ALASKA AIRLINES REFUSEATTLE30000078    ACCOUNTS.RECEIVABLE@A 320143210642168003","408.20","credit","Air Travel","Delta SkyMiles","",""
"11/16/2014","Uber Uber Ftf","UBER UBER           866-576-103FTF885R     8665761039 320143200625213217","6.61","debit","Uncategorized","Delta SkyMiles","",""
"11/16/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BINRWGK566CBH BOOK STORES 320143200624507852","109.99","debit","Shopping","Delta SkyMiles","",""
"11/16/2014","Laundry Reload Ne","Laundry Card Reload Ne East BrunLaundry Card Reload Ne East Brunswic Nj Date 11/14/14 1      4318262833     1 7211","10.00","debit","Laundry","Visa Platinum","",""
"11/15/2014","Transfer from Classic Checking","AUTOPAY PAYMENT - THANK YOU 320143190623010732","7067.52","credit","Credit Card Payment","Delta SkyMiles","",""
"11/15/2014","Eataly Supermarket","EATALY SUPERMARKET 0NEW YORK6125817     212-229-2560 320143190609141341","16.11","debit","Groceries","Delta SkyMiles","",""
"11/15/2014","Home Depot","THE HOME DEPOT #6175NEW YORK11140617528 800-654-0688 320143190609659048","31.29","debit","Home Improvement","Delta SkyMiles","",""
"11/15/2014","Uber Uber Ghtpv","UBER UBER           866-576-103GHTPV56     8665761039 320143190610600807","4.47","debit","Uncategorized","Delta SkyMiles","",""
"11/14/2014","Harmonstore Chelsea","HARMONSTORE#8064 080CHELSEA00007-05762 212-243-3501 320143180603613111","27.34","debit","Uncategorized","Delta SkyMiles","",""
"11/14/2014","Trader Joe's","TRADER JOE'S #543  QNEW YORK0241973     626-599-3700 320143180601511524","59.28","debit","Groceries","Delta SkyMiles","",""
"11/14/2014","Uber Uber Hng","UBER UBER           866-576-103HNG7Q7G     8665761039 320143180593815973","16.01","debit","Uncategorized","Delta SkyMiles","",""
"11/14/2014","Uber Uber Bvhx","UBER UBER           866-576-103BVHX6V6     8665761039 320143180593828626","14.97","debit","Uncategorized","Delta SkyMiles","",""
"11/14/2014","Sunac","SUNAC               212-229-030185101594318212-229-0301 320143180592524769","6.73","debit","Uncategorized","Delta SkyMiles","",""
"11/14/2014","Alaska Air","ALASKA AIRLINES WEB-SEATTLE60000021    ACCOUNTS.RECEIVABLE@A 320143180595977530","408.20","debit","Air Travel","Delta SkyMiles","",""
"11/14/2014","Expedia","EXPEDIA*190737730944EXPEDIA.COMZZZID9DF44F TRAVEL AGENCY 320143180598030393","407.20","credit","Travel","Delta SkyMiles","",""
"11/14/2014","Expedia","EXPEDIA*190737730944EXPEDIA.COMZZZID9CMPPM TRAVEL AGENCY 320143180598030394","173.69","credit","Travel","Delta SkyMiles","",""
"11/14/2014","Al Di La","Al Di La Trattoria Brooklyn Ny<bAl Di La Trattoria Brooklyn Ny Date 11/12/14 0      4316391412     8 5812","83.77","debit","Restaurants","Visa Platinum","",""
"11/13/2014","CVS","CVS/PHARMACY #02671 NEW YORK10033863    8007467287 320143170586460361","7.62","debit","Pharmacy","Delta SkyMiles","",""
"11/13/2014","TJ Maxx","TJMAXX #0133 00000018009266299013300709728009266299 320143170579969490","39.99","debit","Clothing","Delta SkyMiles","",""
"11/13/2014","Urban Optical A","URBAN OPTICAL 362644BROOKLYN20141113A   7188323513 320143170582991065","240.00","debit","Eyecare","Delta SkyMiles","",""
"11/13/2014","Expedia","EXPEDIA*190737730944EXPEDIA.COMZZZIDOP0WW0 TRAVEL AGENCY 320143170583486510","580.89","debit","Travel","Delta SkyMiles","",""
"11/13/2014","MTA","MTA MVM*UNION STREETNEW YORK05428469128 718-330-1234 320143170580499701","10.00","debit","Public Transportation","Delta SkyMiles","",""
"11/13/2014","Vogue Magazine Subscri","VOGUE MAGAZINE      800-234-2343769935     SUBSCRI:VOGE 320143170581199359","36.99","debit","Newspapers & Magazines","Delta SkyMiles","",""
"11/13/2014","Laundry Reload Ne","Laundry Card Reload Ne East BrunLaundry Card Reload Ne East Brunswic Nj Date 11/11/14 0      4315373846     9 7211","10.00","debit","Laundry","Visa Platinum","",""
"11/12/2014","Whole Foods","WHOLEFDS CHE 10131 02129245969042102230292129245969 320143160570330831","50.41","debit","Groceries","Delta SkyMiles","",""
"11/12/2014","Clearview Spirits","CLEARVIEW SPIRITS   NEW YORK9176069877 320143160571845966","14.14","debit","Alcohol & Bars","Delta SkyMiles","",""
"11/12/2014","Fairway Chelsea","FAIRWAY CHELSEA 0001NEW YORK6466764550 320143160571361992","18.25","debit","Uncategorized","Delta SkyMiles","",""
"11/12/2014","Check 2413","Check Withdrawal 2413","50.00","debit","Check","Classic Checking","",""
"11/11/2014","Netflix","NETFLIX WWW.NETFLIX.LOS GATOS4507797668  WWW.NETFLIX.COM/CC 320143150546736378","16.70","debit","Movies & DVDs","Delta SkyMiles","",""
"11/11/2014","Chez Sardine","CHEZ SARDINE 0437   NEW YORK0000000685  646-360-3705 320143150543846277","61.20","debit","Restaurants","Delta SkyMiles","",""
"11/11/2014","H&M","H&M #38 0000        NEW YORK00c02BAD5F  855-466-7467 320143150555260627","38.05","debit","Clothing","Delta SkyMiles","",""
"11/11/2014","H&M","H&M #38 038         NEW YORK00c02BAD4X  855-466-7467 320143150552696661","74.90","credit","Clothing","Delta SkyMiles","",""
"11/11/2014","H&M","H&M #38 038         NEW YORK00c02BAD21  855-466-7467 320143150552696660","256.61","credit","Clothing","Delta SkyMiles","",""
"11/11/2014","Forever 21","0160 FOREVER 21 0160NEW YORK01190591    800-966-1355 320143150554253594","24.80","debit","Clothing","Delta SkyMiles","",""
"11/11/2014","Fairway Chelsea","FAIRWAY CHELSEA 0001NEW YORK6466764550 320143150555957631","21.33","debit","Uncategorized","Delta SkyMiles","",""
"11/10/2014","Pp Nuchas Union","PP*NUCHAS           UNION CITY21443420    402-935-2244 320143140536896688","4.01","debit","Uncategorized","Delta SkyMiles","",""
"11/10/2014","New York Times","NEW YORK TIMES      NEW YORK853606515   1-800-698-4637 320143140529078503","34.52","debit","Books","Delta SkyMiles","",""
"11/10/2014","Kos Kaffe Brooklyn","KOS KAFFE 8829031340BROOKLYN260553920   RESTAURANT 320143140531614358","16.33","debit","Restaurants","Delta SkyMiles","",""
"11/10/2014","Check 2414","Check Withdrawal 2414","100.00","debit","Check","Classic Checking","",""
"11/09/2014","Target","TARGET T1849 1849   BROOKLYN00788508    DISCOUNT STORE 320143130527438032","87.60","debit","Shopping","Delta SkyMiles","",""
"11/09/2014","Duane Reade","DUANE READE #14246 0NEW YORK99999994313 8002892273 320143130522067010","12.73","debit","Pharmacy","Delta SkyMiles","",""
"11/09/2014","Hometown Bar B","HOMETOWN BAR-B-QUE 8BROOKLYN10110669    347-294-4644 320143130518263923","66.01","debit","Restaurants","Delta SkyMiles","",""
"11/09/2014","Uber Uber Xyv","UBER UBER           866-576-10394XYV7G     8665761039 320143130515938676","4.00","debit","Uncategorized","Delta SkyMiles","",""
"11/08/2014","Uber Uber Rdkvy","UBER UBER           866-576-1039RDKVY2     8665761039 320143120501469135","5.69","debit","Uncategorized","Delta SkyMiles","",""
"11/08/2014","California Pizza Kitchen","CALIFORNIA PIZZA 269NEW YORK505708      RESTAURANT 320143120499992833","23.72","debit","Restaurants","Delta SkyMiles","",""
"11/08/2014","H&M","H&M #38 0000        NEW YORK00c02B7Fd2  855-466-7467 320143120509951688","256.61","debit","Clothing","Delta SkyMiles","",""
"11/08/2014","10th Ave Petroleum","10TH AVE PETROLEUM 4NEW YORK31285019    212-279-0382 320143120499436566","64.72","debit","Gas & Fuel","Delta SkyMiles","",""
"11/08/2014","Zara Usa","ZARA USA 3074 0000  NEW YORK184132      212-868-6551 320143120509936798","39.90","debit","Clothing","Delta SkyMiles","",""
"11/08/2014","H&M","H&M #6 0000         NEW YORK0060PB7EhU  855-466-7467 320143120509491628","74.90","debit","Clothing","Delta SkyMiles","",""
"11/08/2014","Uber Uber Vhmwzr","UBER UBER           866-576-1038VHMWZR     8665761039 320143120500975816","8.36","debit","Uncategorized","Delta SkyMiles","",""
"11/07/2014","Harmonstore Chelsea","HARMONSTORE#8064 080CHELSEA00005-05077 212-243-3501 320143110494681947","25.15","debit","Uncategorized","Delta SkyMiles","",""
"11/07/2014","Fairway Chelsea","FAIRWAY CHELSEA 0001NEW YORK6466764550 320143110494056575","25.24","debit","Uncategorized","Delta SkyMiles","",""
"11/07/2014","Check 2408","Check Withdrawal 2408","1332.00","debit","Check","Classic Checking","",""
"11/07/2014","Laundry Reload Ne","Laundry Card Reload Ne East BrunLaundry Card Reload Ne East Brunswic Nj Date 11/05/14 0      4309912310     8 7211","10.00","debit","Laundry","Visa Platinum","",""
"11/06/2014","Check 2417","Check Withdrawal 2417","2400.00","debit","Check","Classic Checking","",""
"11/06/2014","Penn Parking Llc","PENN PARKING LLC 046NEW YORK0000000020  212-686-9800 320143100475213196","45.75","debit","Parking","Delta SkyMiles","",""
"11/06/2014","TJ Maxx","TJMAXX #0133 00000018009266299013301432718009266299 320143100471048591","10.88","debit","Clothing","Delta SkyMiles","",""
"11/06/2014","Trader Joe's","TRADER JOE'S #543  QNEW YORK0776846     626-599-3700 320143100476072468","24.01","debit","Groceries","Delta SkyMiles","",""
"11/05/2014","Old Navy","OLD NAVY # 5927 0848NEW YORK59270003982 FAMILY CLOTHING 320143090465232858","14.00","debit","Clothing","Delta SkyMiles","",""
"11/05/2014","Eataly Restaurants","EATALY RESTAURANTS 0NEW YORK0000059020  212-229-2560 320143090462596670","50.00","debit","Restaurants","Delta SkyMiles","",""
"11/05/2014","Kobeyaki Kobeyaki New 291 7th Avenue","KOBEYAKI KOBEYAKI   NEW YORK20317       291 7TH AVE  NEW YORK 320143090456421625","40.35","debit","Uncategorized","Delta SkyMiles","",""
"11/05/2014","Sephora","SEPHORA 310         NEW YORK03100009084 COSMETIC STORE 320143090456269092","41.37","debit","Clothing","Delta SkyMiles","",""
"11/05/2014","Eataly Restaurants","EATALY RESTAURANTS 0NEW YORK0000059020  212-229-2560 320143090464108561","27.50","debit","Restaurants","Delta SkyMiles","",""
"11/04/2014","Transfer to TOTAL CHECKING","Check Withdrawal 2416","1000.00","debit","Transfer","Classic Checking","",""
"11/04/2014","Other Stories C","& OTHER STORIES #750NEW YORK0C603B3FV9  855-466-7467 320143080444027998","353.84","debit","Uncategorized","Delta SkyMiles","",""
"11/04/2014","Top Shop New","TOP SHOP NEW YORK 54NEW YORK103858021   2129669555 320143080442856307","148.07","credit","Credit Card Payment","Delta SkyMiles","",""
"11/03/2014","TJ Maxx","TJMAXX #0133 00000018009266299013301229648009266299 320143070424863190","43.54","debit","Clothing","Delta SkyMiles","",""
"11/03/2014","Zipcar","ZIPCAR.INC ZIPCAR   BOSTONQB5AB082F   AUTOMOBILE ASSOC 320143070431969939","9.44","debit","Rental Car & Taxi","Delta SkyMiles","",""
"11/03/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIYDWPJ8SAS9T BOOK STORES 320143070419499084","12.70","debit","Shopping","Delta SkyMiles","",""
"11/03/2014","Withdrawal Midwest Loan","Withdrawal MIDWEST LOAN SER IWithdrawal MIDWEST LOAN SER Id: 1383024363  Co: Midwest Loan Ser","3569.79","debit","Mortgage & Rent","Classic Checking","",""
"11/03/2014","Principal","Payment  Principal $35.00","35.00","credit","Credit Card Payment","Visa Platinum","",""
"11/03/2014","Transfer to TOTAL CHECKING","Withdrawal  Wire To JpmorganWithdrawal  Wire To Jpmorgan Chase Bank","2500.00","debit","Transfer","Classic Checking","",""
"11/03/2014","Withdrawal Wire Fee","Withdrawal WIRE FEE","25.00","debit","Fees & Charges","Classic Checking","",""
"11/02/2014","Uber Uber Ksnww","UBER UBER           866-576-10377KSNWW     8665761039 320143060405153851","6.97","debit","Uncategorized","Delta SkyMiles","",""
"11/02/2014","Spotify","SPOTIFY USA         4642512080146425120801 WWW.SPOTIFY.COM 320143060409189791","9.99","debit","Music","Delta SkyMiles","",""
"11/02/2014","Key Food","KEY FOODS #0440 5429BROOKLYN101001174   7182969100 320143060410096440","88.46","debit","Groceries","Delta SkyMiles","",""
"11/02/2014","Zipcar","ZIPCAR.INC ZIPCAR   BOSTONLB7295E84   AUTOMOBILE ASSOC 320143060415617606","6.53","debit","Rental Car & Taxi","Delta SkyMiles","",""
"11/02/2014","Uber Uber Dg","UBER UBER           866-576-103DG2SM96     8665761039 320143060405174640","31.72","debit","Uncategorized","Delta SkyMiles","",""
"11/02/2014","Duane Reade","DUANE READE #14246 0NEW YORK99999994306 8002892273 320143060414593392","18.16","debit","Pharmacy","Delta SkyMiles","",""
"11/02/2014","Zipcar","ZIPCAR.INC ZIPCAR   BOSTONTC70D2F9B   AUTOMOBILE ASSOC 320143060415992004","33.64","debit","Rental Car & Taxi","Delta SkyMiles","",""
"11/02/2014","Westville","WESTVILLE 6500000037NEW YORK10156320141 2127417971 320143060404247048","44.60","debit","Restaurants","Delta SkyMiles","",""
"11/02/2014","Trader Joe's","TRADER JOE'S #541  QNEW YORK0593932     626-599-3700 320143060415980892","41.34","debit","Groceries","Delta SkyMiles","",""
"11/02/2014","Uber Uber M","UBER UBER           866-576-103M97524M     8665761039 320143060405553357","19.81","debit","Uncategorized","Delta SkyMiles","",""
"11/02/2014","MTA","Mta Mvm*Bergen Street New York NMta Mvm*Bergen Street New York Ny Date 10/31/14 1      4304661467     2 4111","20.00","debit","Public Transportation","Visa Platinum","",""
"11/01/2014","Street Maintenanclic","21 STREET MAINTENANCLIC00258932727 718-808-5009 320143050391453042","20.90","debit","Uncategorized","Delta SkyMiles","",""
"11/01/2014","Nycdot Parking Meter","NYCDOT PARKING METERLONG IS CIT045151898   212-639-9675 320143050390220862","3.50","debit","Parking","Delta SkyMiles","",""
"11/01/2014","Nyc Bike Share","NYC BIKE SHARE LLC 0PORTLAND0002058540  855-245-3311 320143050397810063","162.22","debit","Uncategorized","Delta SkyMiles","",""
"11/01/2014","Zipcar","ZIPCAR.INC ZIPCAR   BOSTONUC6736880   AUTOMOBILE ASSOC 320143050397583810","113.29","credit","Rental Car & Taxi","Delta SkyMiles","",""
"11/01/2014","Nycdot Parking Meter","NYCDOT PARKING METERLONG IS CIT015060490   212-639-9675 320143050390831590","0.50","debit","Parking","Delta SkyMiles","",""
"11/01/2014","Advance Fly Miles","Advance Fly Miles Fee","35.00","debit","Fees & Charges","Visa Platinum","",""
"10/31/2014","AT&T","AT&T*BILL PAYMENT 95DALLAS45581044    800-331-0500 320143040383499508","200.45","debit","Home Phone","Delta SkyMiles","",""
"10/31/2014","Amazon","AMAZON.COM          AMZN.COM/BIRYZREIKIDRN MERCHANDISE 320143040373831608","57.02","debit","Shopping","Delta SkyMiles","",""
"10/31/2014","H&M","H&M #6 0000         NEW YORK00606AUID9  855-466-7467 320143040385928159","43.85","debit","Clothing","Delta SkyMiles","",""
"10/31/2014","Steve Madden","STEVE MADDEN #02    NEW YORK00631466    999-999-9999 320143040381602057","90.96","debit","Clothing","Delta SkyMiles","",""
"10/31/2014","Interestinterest Interest","INTERESTInterest-INTEREST","0.16","credit","Interest Income","Complete Savings","",""
"10/31/2014","Deposit Apy Earneddeposit","Deposit 0.050% %% Apy EarnedDeposit 0.050% %% Apy Earned  0.05% 10/01/14 To 10/31/14 %% Apye Avg Daily Bal            2,842.20","0.12","credit","Income","Money Market Savings","",""
"10/31/2014","Check 2407","Check Withdrawal 2407","1332.00","debit","Check","Classic Checking","",""
"10/31/2014","Internet Branch Withdrawal","Internet Branch Withdrawal TransInternet Branch Withdrawal Transfer  To Dimm-Kempenaers Xxxxxxxxxx Share 90","1186.31","debit","Transfer","Classic Checking","",""
"10/31/2014","Deposit Apy Earneddeposit","Deposit 0.030% %% Apy EarnedDeposit 0.030% %% Apy Earned  0.03% 10/01/14 To 10/31/14 %% Apye Avg Daily Bal           24,111.80","0.61","credit","Income","Classic Checking","",""
"10/31/2014","Deposit Apy Earneddeposit","Deposit 0.050% %% Apy EarnedDeposit 0.050% %% Apy Earned  0.04% 10/01/14 To 10/31/14 %% Apye Avg Daily Bal              525.49","0.02","credit","Income","Primary Savings","",""
"10/30/2014","MTA","Mta Mvm*Jay St - Borou New YorkMta Mvm*Jay St - Borou New York Ny Date 10/28/14 0      4301610646     9 4111","10.00","debit","Public Transportation","Visa Platinum","",""
"10/30/2014","Lms","LMS                 909-623-878185101594303909-623-8781 320143030358870630","54.45","debit","Uncategorized","Delta SkyMiles","",""
"10/30/2014","Zara Usa","ZARA USA 3036 0000  NEW YORK235407      212-343-1725 320143030369067302","250.91","debit","Clothing","Delta SkyMiles","",""
"10/30/2014","Uber Uber Hk","UBER UBER           866-576-103HK8HFQ6     8665761039 320143030360208006","7.37","debit","Uncategorized","Delta SkyMiles","",""
"10/30/2014","Uber Uber Hdyz","UBER UBER           866-576-103HDYZ5Q6     8665761039 320143030359854819","8.02","debit","Uncategorized","Delta SkyMiles","",""
"10/30/2014","Forever 21","0271 FOREVER 21 0271NEW YORK02844721    800-966-1355 320143030360002773","27.11","debit","Clothing","Delta SkyMiles","",""
"10/30/2014","CVS","CVS/PHARMACY #02671 800746728700174031   8007467287 320143030365230619","11.95","debit","Pharmacy","Delta SkyMiles","",""
"10/30/2014","Duane Reade","DUANE READE #14246 0NEW YORK99999994303 8002892273 320143030367333613","10.66","debit","Pharmacy","Delta SkyMiles","",""
"10/30/2014","Trader Joe's","TRADER JOE'S #543  QNEW YORK0548416     626-599-3700 320143030369410709","76.42","debit","Groceries","Delta SkyMiles","",""
"10/30/2014","Clearview Spirits","CLEARVIEW SPIRITS   NEW YORK9176069877 320143030366038187","26.12","debit","Alcohol & Bars","Delta SkyMiles","",""
"10/30/2014","Top Shop New","TOP SHOP NEW YORK 54NEW YORK029850020   2129669555 320143030365648115","83.07","debit","Clothing","Delta SkyMiles","",""
"10/29/2014","Laundry Reload Ne","Laundry Card Reload Ne East BrunLaundry Card Reload Ne East Brunswic Nj Date 10/27/14 0      4300174562     8 7211","10.00","debit","Laundry","Visa Platinum","",""
"10/29/2014","Internet Branch Withdrawal","Internet Branch Withdrawal TransInternet Branch Withdrawal Transfer  To Dimm-Kempenaers Xxxxxxxxxx Share 90","500.00","debit","Transfer","Classic Checking","",""
"10/29/2014","Urban Outfitters","URBAN OUTFITTERS 46 NEW YORK6466381646 320143020349498389","39.99","debit","Clothing","Delta SkyMiles","",""
"10/29/2014","MTA","MTA MVM*28TH STREET NEW YORK04727335405 718-330-1234 320143020346446816","112.00","debit","Public Transportation","Delta SkyMiles","",""
"10/29/2014","Vts Nyc Lpep","VTS NYC LPEP VTS NYCLONG ISLAND00269900035 718-752-1656 320143020350188357","13.70","debit","Uncategorized","Delta SkyMiles","",""
"10/29/2014","Duane Reade","DUANE READE #14246 0NEW YORK99999994302 8002892273 320143020350779984","12.73","debit","Pharmacy","Delta SkyMiles","",""
"10/29/2014","Marshalls","MARSHALLS #1096 00008886277425109601098468886277425 320143020346271765","74.98","credit","Clothing","Delta SkyMiles","",""
"10/29/2014","Zipcar","ZIPCAR.INC ZIPCAR   BOSTONSC4C5BCCF   AUTOMOBILE ASSOC 320143020352323116","113.29","debit","Rental Car & Taxi","Delta SkyMiles","",""
"10/29/2014","Zipcar","ZIPCAR.INC ZIPCAR   BOSTONXC69BDA00   AUTOMOBILE ASSOC 320143020352323100","151.04","debit","Rental Car & Taxi","Delta SkyMiles","",""
"10/28/2014","San Diego Gas And Electric","Withdrawal SD GAS ELEC Id: 59Withdrawal SD GAS ELEC Id: 5951184800  Co: Sd Gas Elec","184.25","debit","Utilities","Classic Checking","",""
"10/28/2014","Trader Joe's","TRADER JOE'S #543  QNEW YORK0021539     626-599-3700 320143010335724053","11.95","debit","Groceries","Delta SkyMiles","",""
"10/28/2014","Duane Reade","DUANE READE #14246 0NEW YORK99999994301 8002892273 320143010339430885","15.63","debit","Pharmacy","Delta SkyMiles","",""
"10/28/2014","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIKI3YPXIA2UU BOOK STORES 320143010338475961","19.95","debit","Shopping","Delta SkyMiles","",""
"10/28/2014","Actblue Dccc Housede","ACTBLUE*DCCC-HOUSEDE617-517-76030543121    617-517-7600 320143010338883620","35.00","debit","Uncategorized","Delta SkyMiles","",""
"10/28/2014","Harmonstore Chelsea","HARMONSTORE#8064 080CHELSEA00003-02455 212-243-3501 320143010337229032","16.73","debit","Uncategorized","Delta SkyMiles","",""
"10/28/2014","MTA","MTA MVM*28TH STREET NEW YORK07207326692 718-330-1234 320143010331044544","10.00","debit","Public Transportation","Delta SkyMiles","",""
"10/28/2014","Les Halles","LES HALLES 028100117NEW YORK482000158   2126794111 320143010332646820","119.62","debit","Uncategorized","Delta SkyMiles","",""
"10/28/2014","Amazon","AMAZON.COM          AMZN.COM/BIFBI52NAXCZZ MERCHANDISE 320143010340023338","81.48","debit","Shopping","Delta SkyMiles","",""
"10/28/2014","Marshalls","MARSHALLS #1096 00008886277425109601197188886277425 320143010328810222","117.56","debit","Clothing","Delta SkyMiles","",""
"10/27/2014","Laundry Reload Ne","Laundry Card Reload Ne East BrunLaundry Card Reload Ne East Brunswic Nj Date 10/25/14 0      4298642750     9 7211","10.00","debit","Laundry","Visa Platinum","",""
"10/27/2014","Juventino","JUVENTINO           BROOKLYN46000075    718-360-8469 320143000324325144","55.81","debit","Restaurants","Delta SkyMiles","",""
"10/27/2014","G & E 99 Cents","G AND E 99 CENTS INCBROOKLYN062961      718-965-6480 320143000315171564","11.51","debit","Shopping","Delta SkyMiles","",""
"10/27/2014","Duane Reade","DUANE READE #14246 0NEW YORK99999994300 8002892273 320143000324410294","7.38","debit","Pharmacy","Delta SkyMiles","",""
"10/27/2014","Umami Village Eats","UMAMI VILLAGE EATS 5NEW YORK000642055   3237828201 320143000322749256","87.21","debit","Restaurants","Delta SkyMiles","",""
"10/26/2014","MTA","Mta Mvm*14th Street & New York NMta Mvm*14th Street & New York Ny Date 10/23/14 1      4296212010     9 4111","10.00","debit","Public Transportation","Visa Platinum","",""
"10/26/2014","MTA","Mta Mvm*28th Street New York Ny<Mta Mvm*28th Street New York Ny Date 10/24/14 1      4297533288     1 4111","10.00","debit","Public Transportation","Visa Platinum","",""
"10/26/2014","Internet Branch Withdrawal","Internet Branch Withdrawal TransInternet Branch Withdrawal Transfer  To Dimm-Kempenaers Xxxxxxxxxx Share 90","200.00","debit","Transfer","Classic Checking","",""
"10/26/2014","Duane Reade","DUANE READE #14246 0NEW YORK99999994299 8002892273 320142990309702748","12.73","debit","Pharmacy","Delta SkyMiles","",""
"10/26/2014","MTA","MTA MVM*28TH STREET NEW YORK02571304338 718-330-1234 320142990306125879","10.00","debit","Public Transportation","Delta SkyMiles","",""
"10/26/2014","Uber","UBER UBER           866-576-103G89CH6B     8665761039 320142990306212666","4.93","debit","Business Services","Delta SkyMiles","",""
"10/26/2014","Nyc Taxi G","NYC TAXI 2G57 090024NEW YORK016858941   000-0000000 320142990305340018","6.60","debit","Rental Car & Taxi","Delta SkyMiles","",""
"10/26/2014","Uber","UBER UBER           866-576-103G56H4QR     8665761039 320142990304764828","4.43","debit","Business Services","Delta SkyMiles","",""
"10/26/2014","Uber","UBER UBER           866-576-10345TFSHG     8665761039 320142990303195394","5.00","debit","Business Services","Delta SkyMiles","",""
"10/26/2014","Nyc Taxi V","NYC TAXI 7V18 090015BRONX004399991   000-0000000 320142990294644291","37.58","debit","Rental Car & Taxi","Delta SkyMiles","",""
"10/25/2014","New York New York","RENAISSANCE NEW YORKNEW YORK81242980701 LODGING 320142980286141539","81.87","debit","Clothing","Delta SkyMiles","",""
"10/25/2014","Maysville","MAYSVILLE 0000003333NEW YORK445000563   6464908240 320142980284525321","132.69","debit","Uncategorized","Delta SkyMiles","",""
"10/25/2014","Fairway Chelsea","FAIRWAY CHELSEA 0001NEW YORK6466764550 320142980292479456","49.35","debit","Groceries","Delta SkyMiles","",""
"10/24/2014","Laundry Reload Ne","Laundry Card Reload Ne East BrunLaundry Card Reload Ne East Brunswic Nj Date 10/22/14 0      4295311886     9 7211","10.00","debit","Laundry","Visa Platinum","",""
"10/24/2014","Groupon","GROUPON INC         877-788-78582977414D1J COUPONS 320142970270009430","249.00","debit","Uncategorized","Delta SkyMiles","",""
"10/24/2014","Seattle Vital Recordseattle","SEATTLE VITAL RECORDSEATTLE27635439    800-669-8313 320142970278495414","51.00","debit","Uncategorized","Delta SkyMiles","",""
"10/24/2014","Duane Reade","DUANE READE #14246 0NEW YORK99999994297 8002892273 320142970280242439","33.39","debit","Pharmacy","Delta SkyMiles","",""
"10/24/2014","Donohues Steak House","DONOHUES STEAK HOUSENEW YORK0000000039  212-744-0938 320142970275607022","87.30","debit","Restaurants","Delta SkyMiles","",""
"10/23/2014","MTA","Mta Mvm*W 4th St - Was New YorkMta Mvm*W 4th St - Was New York Ny Date 10/21/14 0      4294515453     9 4111","10.00","debit","Public Transportation","Visa Platinum","",""
